Subject,Trail,Condition,Exemplar,Total Distance,Max Abs Dev,Avg Abs Dev,AUC
4,2,Atypical,Fledermaus,2915.054389611733,865.8900305005525,248.40951814911304,178569.6702420717
4,3,Typical,Kaninchen,1216.3733968874192,189.26708997449037,39.77402238206473,100422.70650217321
4,4,Typical,Spatz,1167.802325261344,109.63537523304677,30.32433931231509,67762.00535085757
4,5,Typical,Loewe,1181.9162389960777,245.81403739377583,36.22612554559001,136396.51715753178
4,6,Typical,Hund,1117.6425128152287,179.25008916245156,33.4131702892236,119374.4999999998
4,7,Atypical,Wal,3802.66380881802,922.1509930967275,248.85610328305674,343477.984902723
4,8,Typical,Alligator,1118.0203893663308,172.84702287549635,33.4460405575445,95512.9899861884
4,9,Atypical,Aal,2568.3902498971124,1033.936803819847,350.81405726918143,367719.9711122757
4,10,Typical,Lachs,1131.6272115442139,187.2976978195486,34.30869059202784,126666.38253978938
4,11,Typical,Goldfisch,1060.8144979784138,120.08167690295227,20.28210689348334,73777.99999999983
4,12,Typical,Falke,2336.854833809401,1015.2519024258709,313.49891906297734,449936
4,13,Typical,Pferd,1607.499596206014,464.1425960775793,89.22369567010426,206681.4828207088
4,14,Typical,Chamaeleon,1137.5407627174475,87.40588661230771,23.550027704391212,43610.702743981186
4,15,Atypical,Schmetterling,1646.7266304200425,240.20015895545717,45.76410239271827,46308.620380494176
4,16,Typical,Klapperschlange,2626.873931291112,910.5150343587013,380.4419865491952,458887.4999999998
4,17,Atypical,Seeloewe,1829.0872884922162,674.0821569045559,204.22825448875622,406935.0638276873
4,18,Typical,Hai,1775.3441517962283,271.19256956631614,61.49841987821889,172263.0474877785
5,1,Atypical,Fledermaus,1823.6994880447699,728.0284527619756,197.64291653832976,307093.2811799113
5,2,Typical,Spatz,1443.8925384136655,139.4809688126778,14.928898098648729,108609.22848690502
5,3,Typical,Goldfisch,1115.8078162865756,190.78985320899255,29.420037518364357,78586.81405856891
5,4,Typical,Loewe,1127.316483696903,173.9955818671968,22.171564160902744,88708.86705051974
5,5,Typical,Katze,1053.5834809045036,105.75293191846703,27.61594172324261,64278.32887826293
5,6,Typical,Alligator,1258.834782462135,198.48034075257212,37.03324157124479,118767.02595581915
5,7,Atypical,Wal,1732.7243166786,550.0985772632417,155.05779592796026,285361.85736335604
5,8,Typical,Lachs,1137.4206515305812,189.78851959537246,40.33993238315318,106540.34434846602
5,9,Atypical,Pinguin,4400.515207532451,882.6334595105601,295.24705685420406,161058.0261541491
5,10,Typical,Hund,990.5750923378774,31.01609231262904,5.022768165018769,15382.2051702396
5,11,Typical,Chamaeleon,1285.6372434015095,341.9362845714387,80.22897061642728,132728.69740465586
5,12,Atypical,Aal,1064.576592085487,70.89213396361816,18.739990473972217,38942.5994594924
5,13,Typical,Kaninchen,982.9857427547114,112.99529944712134,17.94113407202155,54211.581290588605
5,14,Typical,Pferd,1057.3907959084572,61.663444395434865,10.917626975882747,32383.457767040916
5,15,Typical,Klapperschlange,1053.7485894512051,66.518436688022,14.238185894941106,35585.30073291826
5,16,Typical,Falke,2894.0164611222317,944.621642247121,302.4022818482216,228854.39709385106
5,17,Typical,Hai,1041.6046630954925,48.03107196580275,8.292296271577948,37220.50000000003
5,18,Atypical,Seeloewe,998.0021698340669,16.63185030412683,5.952327771583231,6492.102422439429
5,19,Atypical,Schmetterling,1127.7769294599236,114.39316094607945,27.6897154760102,46627.09939162089
6,1,Atypical,Schmetterling,1650.7691041384683,464.8991017921648,90.38782548000792,275254.3537117904
6,2,Typical,Katze,1092.7747484222562,7.855920973275403,1.7928900807028196,3588.5204664526373
6,3,Typical,Chamaeleon,2262.1927409655877,938.3942420975413,368.7013994511873,604660.5000000001
6,4,Typical,Goldfisch,953.1010762583771,10.022057152780334,1.9760060345176846,4509.100569456781
6,5,Typical,Hund,1045.5858057822434,48.48179511009823,10.862789511660175,33776.07867173848
6,6,Atypical,Fledermaus,5134.21145309176,1093.6316821835062,430.9540284924401,562160.2107185497
6,7,Typical,Spatz,1365.228693360514,195.83803846469206,50.59678848461731,132018.77734519422
6,8,Atypical,Seeloewe,1033.0088270181818,111.77742453000454,20.098033790403303,33536.71830028326
6,9,Typical,Pferd,1298.031430534825,273.55303376865805,54.637140129205505,157177.72730278736
6,10,Atypical,Pinguin,2384.002582311545,1076.224025927503,580.3420183037733,526527.5
6,11,Typical,Loewe,923.9650233561559,84.83620270721912,16.39588319672091,51009.000000000124
6,12,Typical,Kaninchen,1123.1501794665821,38.146183155655876,5.862202650661386,23219.66042321585
6,13,Atypical,Wal,2354.9745649313672,991.6091266238809,473.88308436238657,566454.9746120446
6,14,Typical,Alligator,1165.2552268423008,71.20606188747706,11.849910188888181,33966.58147154787
6,15,Atypical,Aal,1073.3243613619504,45.561438739652885,7.1294631304929705,28217.77003549413
6,16,Typical,Hai,1335.7870400921815,205.4075375354812,32.10053136211793,149048.50000000006
6,17,Typical,Klapperschlange,5573.484797829893,1019.6153238223435,395.8832910484162,17767.777026121847
6,18,Typical,Falke,1095.299402799537,61.938884078942465,9.388109017575138,39084.49999999993
6,19,Typical,Lachs,1009.8125391845592,5.48759271336192,0.5243761022610388,1715.5107318721994
7,1,Typical,Hund,1252.550269011998,35.46823412757004,4.723562150367371,19981.199102159666
7,2,Typical,Loewe,1537.7881358712825,544.1070897631417,128.60436234762628,204539.92332441642
7,3,Typical,Pferd,1050.3985492686638,147.2735688768665,52.31858144149234,101419.5
7,4,Typical,Goldfisch,1048.2656968447152,53.58240263030768,12.642571996291776,22111.3837909429
7,5,Typical,Kaninchen,1109.8591068593857,61.865177914810886,18.537733038834226,29034.256437516608
7,6,Typical,Spatz,1145.5430337341618,125.86108201661975,22.545305974230573,45809.5676023352
7,7,Typical,Lachs,1167.5676392519063,103.33222087704303,28.73688919911672,65462.39550852593
7,8,Atypical,Pinguin,2668.5381689658407,959.7308831630155,497.2947014946627,543536
7,9,Typical,Katze,2191.288220885594,855.8241024043905,225.5618862522565,270725.50000000006
7,10,Typical,Alligator,1177.0626167799649,281.2117316696681,65.62243204346366,157152.5
7,11,Atypical,Aal,1129.688045424471,231.79489704799963,52.64248837250848,146290.4999999999
7,12,Typical,Chamaeleon,1026.0503404334447,74.82747936646103,20.320061901767197,38547.99999999999
7,13,Atypical,Seeloewe,1050.2977340573716,27.911325365024283,5.223156098831988,12614.95637446415
7,14,Typical,Klapperschlange,1101.5284954815472,90.71362627326425,23.19627585553252,53325.346949321945
7,15,Atypical,Fledermaus,965.2083353171957,35.152071476932846,9.954427833061356,17521.823925874753
7,16,Atypical,Schmetterling,1868.4624378294754,724.2274611030857,196.81863752739767,433598.99999999994
7,17,Typical,Hai,1582.3306355418401,582.4209109101621,142.97105420584933,345809.4999999999
7,18,Typical,Falke,1062.6918714677677,68.86923726662553,13.087028943875383,41504.08063838725
7,19,Atypical,Wal,2081.871656667409,877.0287977817954,344.05775509226925,435991.49999999994
8,1,Atypical,Pinguin,1069.157685629155,18.411297687597852,1.7570151835297354,10133.993158504061
8,2,Typical,Klapperschlange,1052.8734844834985,134.35490932511186,15.088946837244716,56468.82478424087
8,4,Atypical,Wal,1075.7277158701347,73.95765019656027,4.717645201366287,44124.791617143776
8,5,Atypical,Schmetterling,1070.1753594274242,92.37623077021644,5.048106296299982,62945.41853702149
8,7,Typical,Spatz,1027.4223132333232,77.94494707723845,16.88907859141036,38501.49999999996
8,8,Typical,Kaninchen,2622.0955778039047,989.5318435774701,268.9288338912745,181128.4819395651
8,9,Typical,Lachs,1253.1405951495897,128.51421672181772,18.718265435678468,84863.49999999999
8,10,Typical,Loewe,1009.1203360720486,47.811923353740156,4.4020071874029485,12198.238772809998
8,11,Typical,Alligator,982.8216770916969,29.120263269848408,5.027524343231806,16514.286377132394
8,12,Typical,Falke,1054.436713689971,24.815908926724603,3.464387544098133,9564.301517704787
8,13,Typical,Hai,1074.1692826164558,57.587850511708496,16.894310820798342,20672.413766558795
8,14,Typical,Pferd,1076.484029079804,37.00862873348058,5.883329893922977,16401.230093357237
8,15,Typical,Hund,1005.5603492662289,40.683975810161144,6.055026815069558,21909.884347995125
8,16,Atypical,Aal,1045.6523462857442,91.97199347244225,11.97826459602745,49989.14245408925
8,17,Typical,Chamaeleon,1060.5193727936678,87.05284056412404,12.195356402572267,50872.73775628226
8,18,Atypical,Seeloewe,1075.0562838352146,88.57708248380919,10.298816901796057,50213.91428466168
8,19,Typical,Goldfisch,1838.3380208115339,716.4686253885263,171.04378146636333,300112.2232596927
9,1,Typical,Goldfisch,1092.0764383324515,74.20550080162654,7.302944639579313,36134.40445385509
9,2,Typical,Katze,1029.716786428827,39.603268558623995,8.31692157087595,16236.778764181956
9,3,Typical,Alligator,1070.5186627855655,96.35632468942185,21.27575483594766,47211.601875316694
9,4,Typical,Pferd,1094.3219887175878,123.42466312922232,21.035073423875627,71570.23548056664
9,5,Atypical,Schmetterling,1074.0120068829065,106.3761711840595,10.062817509232556,66580.71083824134
9,7,Typical,Chamaeleon,1315.1730715610117,146.48021508297188,20.869378651311838,125206.54036763382
9,9,Atypical,Aal,1103.4621583670666,114.88000926674579,20.153718173399643,47097.88047413142
9,11,Atypical,Pinguin,1019.5049601457806,48.29687937641532,17.600509708800846,30490.999999999985
9,12,Typical,Klapperschlange,2480.867064184121,996.3424372824263,321.9985452969403,493614.6287141217
9,13,Typical,Falke,1165.6767063899902,95.1719099164626,19.295813404360448,50092.04334530534
9,14,Typical,Spatz,2040.6169418840807,839.9602319652325,214.45538801115856,501780.50000000006
9,15,Typical,Loewe,2884.8104404875953,976.0644287534387,178.83815051404605,177136
9,16,Typical,Lachs,1482.5328722955219,252.2826157769693,91.02905661044288,91846.11731274037
9,17,Typical,Kaninchen,1121.794415144709,87.35171239877246,14.564564775522543,39055.06470935882
9,19,Typical,Hund,1325.4857054921204,220.64185522996416,33.70095883087557,139491.36681576355
10,1,Typical,Hai,1086.8346795504067,85.33933108669686,12.487714812175216,51446.32342643876
10,2,Typical,Loewe,1717.9449433146353,667.7089431170143,147.39734095864117,334665.49999999994
10,3,Typical,Klapperschlange,1285.8307077181596,54.180145527401805,12.106733596137014,30745.70743061867
10,4,Atypical,Seeloewe,1039.2937969552165,57.87813030876782,8.558228899033631,30691.547827660463
10,5,Typical,Spatz,1073.6179526179394,35.223351056315266,3.9010570651678904,11331.298450713593
10,6,Typical,Alligator,1128.023110895572,199.48271769406801,30.30591359144557,106348.99999999987
10,7,Atypical,Aal,1045.1776300326133,87.24943609369393,6.665325870006988,51864.68310359828
10,8,Atypical,Pinguin,1078.2908175245875,67.31727113987057,12.325608820925234,20478.447295052094
10,9,Typical,Hund,1010.5992915533701,94.08093190207703,13.028698357864734,54243.99999999999
10,10,Typical,Lachs,1036.0493690435824,123.24683526100699,27.457537081436932,77388.35524231016
10,11,Typical,Kaninchen,1032.2501720069909,23.39276529198338,3.6562367519560786,15225.475673499204
10,12,Typical,Pferd,1012.0632408760854,35.82756994363291,9.022675900055283,19502.171518513645
10,13,Typical,Falke,1083.5790351188823,150.20997802243028,20.05614094709415,87856.25874176627
10,14,Typical,Katze,1101.5621160818923,65.54382335039989,6.179791704375156,30775.68349652634
10,15,Atypical,Schmetterling,1260.4112352649868,271.2732107611263,94.17096694878913,111347.5
10,16,Typical,Goldfisch,1075.9661688988017,64.45571152469006,7.7550673153789305,34897.6646347289
10,17,Typical,Chamaeleon,1086.038384986895,63.73258825815429,13.430931154811697,46029.49999999995
10,18,Atypical,Fledermaus,1529.024010189529,504.86620574635066,131.69691059457568,295971.4303391737
10,19,Atypical,Wal,1657.1684828456814,585.0841290597737,147.74330743003475,267023.4998151569
11,1,Typical,Loewe,1244.1241240704658,255.44179158292886,45.89610846980104,99962.05934161654
11,2,Typical,Chamaeleon,1087.283191425913,40.283427416080826,9.963426227635045,24187.011074752725
11,3,Typical,Spatz,2015.793886479158,611.2695097470496,43.1119064016836,223399.51204864762
11,4,Typical,Katze,1040.9757762402592,62.31068968826753,12.73452450951089,30726.70877136196
11,5,Typical,Lachs,1002.2973712297043,61.113855713573656,7.304542707106886,31400.921009853017
11,6,Typical,Klapperschlange,989.9766256293052,50.96709474500247,5.309427535077388,27477.52392571107
11,7,Atypical,Seeloewe,2139.0050759819865,843.7730613430231,307.87276285628167,347378.0635945739
11,8,Typical,Falke,1576.0571526369415,591.5268602608955,77.00431321886778,292949.00000000006
11,9,Typical,Alligator,1063.6804915329858,113.4118276082664,21.06950136439521,68260.00000000004
11,10,Atypical,Aal,2334.74718343411,881.8131974802753,624.8331883622276,466953.11865771806
11,11,Typical,Goldfisch,1021.8227199986625,97.87257567740701,15.561178448412933,55087.05738816293
11,12,Atypical,Pinguin,1153.6814359244408,111.16578258796409,22.926373889507776,80843.00000000001
11,13,Atypical,Fledermaus,1141.2052850860618,150.7019500910379,10.686485749200687,61830.12349523385
11,14,Atypical,Schmetterling,1681.1874347807798,542.1254853511915,119.56275394455909,278316.99127870344
11,15,Atypical,Wal,1072.602250560354,202.5618037579521,12.730391084859365,115587.00000000012
11,16,Typical,Pferd,1006.7438280350674,79.5122325302921,13.338763988720936,46398.158536585455
11,17,Typical,Kaninchen,1301.3282671166353,41.05677581118154,21.198730936158864,19518.372139289393
11,18,Typical,Hund,1042.675616391823,109.12504964086061,13.491704382130093,51148.68453053124
11,19,Typical,Hai,1361.1955384391522,155.06476051669506,13.895742480352906,103196.5011107164
12,1,Typical,Katze,1532.1730692648896,22.475386446661275,5.134730381683096,15491.60834863396
12,2,Typical,Kaninchen,1303.919052656769,123.47147310801367,16.207173583962682,61995.31168245648
12,3,Typical,Spatz,1151.0031752144607,22.31222606534419,3.139961149202978,9822.06171300336
12,4,Atypical,Pinguin,1546.9975398518052,460.44680501055836,42.68603285768751,223020.5
12,5,Typical,Hund,963.3598806786456,51.48672813242018,22.05224689294172,19963.670757251264
12,6,Typical,Hai,1292.0478461796408,177.93154446220177,25.494424141871047,42055.56882911158
12,7,Typical,Chamaeleon,1304.4289212922024,28.53709551175873,2.5418175595687256,19309.482659539124
12,8,Typical,Pferd,1208.7987879531963,270.8923111684981,121.45258405971644,99035.99999999996
12,9,Atypical,Aal,999.3145687963255,71.70202165749532,40.890002206631664,43089.999999999956
12,10,Atypical,Seeloewe,1214.0545442895152,73.11015300626701,20.869613311913994,34110.765777322835
12,11,Typical,Loewe,1110.1975564743302,22.467111419540572,4.284830138475038,15618.478179402615
12,12,Typical,Lachs,1063.087730253256,77.25040817363976,10.633603005680351,41085.49999999996
12,14,Atypical,Schmetterling,1237.3875622167059,157.79164136175854,26.472085314523266,54142.75448287244
12,15,Typical,Alligator,1374.0727121057785,100.62090134407109,19.37850329554217,64810.291173477315
12,17,Atypical,Wal,2677.360784002307,1181.7513648064778,278.087718038969,727490.0000000001
12,18,Typical,Goldfisch,1420.9663905771872,27.210402991820615,10.110166025114497,15034.09213107604
12,19,Typical,Falke,2977.680811224531,103.55508573539436,28.8626075524629,68892.38529132062
13,1,Atypical,Wal,2190.2773693893473,838.5735166794545,231.25054166007797,221919.83939071436
13,2,Typical,Chamaeleon,1301.9797350822528,234.06622389009715,49.263038484934114,82272.19584455747
13,3,Atypical,Aal,2914.66134336336,892.4082325456976,161.37961440507164,124634.75513526848
13,4,Typical,Katze,1400.31224888876,305.49560956634076,111.64487554327577,135631.4999999998
13,5,Typical,Spatz,1165.3288400529393,147.95587332995666,51.54102176492084,71899.90143396225
13,6,Typical,Goldfisch,1155.3749358917946,96.9302227704143,40.21035149778828,55916.03175787941
13,7,Typical,Loewe,1021.408867799328,55.55661477635212,8.439188850039326,29567.446439300795
13,8,Typical,Hai,1327.789945289978,157.1559186523343,72.09391690210194,74028.58146292061
13,9,Typical,Hund,1293.7941052231304,133.41146432417239,37.85197640237176,88441.23847075204
13,10,Atypical,Schmetterling,1036.3744806545321,95.18200375473464,34.776679038988554,31224.401516721995
13,11,Atypical,Seeloewe,1017.1175789073596,104.65528011624636,44.768870359837535,44933.35244900068
13,12,Typical,Klapperschlange,2474.7046047896124,945.7062558067157,372.4667394067482,367788.99999999977
13,13,Typical,Pferd,974.9632461914002,139.937653694125,14.744151694454134,73869.83778286539
13,14,Typical,Falke,1238.4042818200373,208.47747075578175,58.47170964388632,109389.19629759762
13,15,Atypical,Fledermaus,1349.176336699079,299.57055515677274,117.21604123394478,114648.10021795944
13,16,Atypical,Pinguin,1095.2741112096696,51.83145118844067,9.232353426583058,16658.750656410662
13,17,Typical,Alligator,1189.4600964995668,205.69230534228677,124.90793989585177,94801.66979705935
13,18,Typical,Lachs,947.0000617469802,103.67378104818012,37.88273125239838,64849.59716087232
13,19,Typical,Kaninchen,1074.0762607010565,92.55250387745076,39.47511788945422,48801.92488789023
14,1,Typical,Klapperschlange,1182.8012423324246,194.49758593118221,37.448014325108154,121584.9397777203
14,2,Typical,Lachs,1117.8366268072893,207.107340773932,79.25850796098689,102878.17995591435
14,3,Typical,Goldfisch,1006.9129123845395,47.00622688382529,7.602595691467077,23174.258249641323
14,4,Typical,Loewe,1015.6777723164076,38.47405459045905,11.10628617619716,21975.999999999924
14,6,Typical,Falke,1138.2050793907952,126.28926149584669,52.07047579482777,84712.00000000003
14,7,Typical,Kaninchen,2207.7549603365123,900.5331350971072,414.32313395905095,293109.28045063827
14,8,Atypical,Fledermaus,1823.450178509968,788.8498018348291,209.6382558460727,331375.593136684
14,9,Typical,Hund,1640.4310339239623,405.6242973209994,50.060528513869265,208631.60626593485
14,10,Typical,Spatz,1114.7978480467625,40.97098878904802,7.439566937677616,19241.84992190145
14,11,Typical,Pferd,1239.7827278704099,256.75085732594914,69.14929841180091,119883.5996847309
14,13,Atypical,Wal,2069.637948502648,865.6425728873364,193.1731351242214,473081.0615022053
14,14,Atypical,Seeloewe,1124.8175713172934,98.6714836944268,32.61702402547796,80171.9482017778
14,15,Typical,Chamaeleon,972.98572680956,30.432156158096234,6.855251483762167,17697.53077134817
14,16,Typical,Hai,1021.9228007074794,58.497618554362475,10.011221696714511,33204.31956228643
14,17,Typical,Alligator,1132.807800638979,199.82306466405217,64.53266774296677,68225.38555148132
14,18,Atypical,Schmetterling,2158.273882973371,906.6773979443199,222.49531741997072,469783.80353144044
14,19,Atypical,Pinguin,1000.7559774473729,49.211722206140024,16.938930179392916,28775.186660608593
15,1,Typical,Spatz,1063.5773323767107,27.261362412378446,3.2964835393641083,16946.2163319279
15,2,Typical,Katze,989.5797051520891,101.00948252584607,23.949894305239916,68162.71782327854
15,3,Atypical,Wal,2390.8368688327287,1015.1916530745577,403.98023305996117,503518.99999999977
15,4,Typical,Pferd,1144.7113305949777,213.7020638341667,37.59707033831485,135673.99999999988
15,6,Typical,Loewe,1111.5171771709643,36.997116774102764,4.636425984309589,21754.214776558016
15,7,Typical,Chamaeleon,1273.6759461134222,205.9951279721464,50.945547086897314,67610.89306947071
15,8,Typical,Klapperschlange,2231.1355721588416,923.9156013967404,409.82105243385706,355657.9762065117
15,9,Typical,Kaninchen,1119.8861366390342,161.65057798883768,22.1038045593205,120267.34087314147
15,10,Typical,Lachs,1066.1188348574058,97.15140213553411,9.992748288799525,63513.999999999774
15,12,Typical,Goldfisch,1019.8883822437612,81.15309236352195,10.41889190540739,39834.76863760016
15,13,Atypical,Aal,1039.5890653628753,73.53275744243746,9.959597850294601,41887.49999999982
15,14,Typical,Alligator,1011.2081957595996,32.65627453220759,3.288695833024111,14214.012525709026
15,15,Typical,Hai,1027.578992493451,82.98082010281277,8.979731887775463,46448.072676543125
15,16,Atypical,Schmetterling,995.0518628125906,25.815589754499683,2.181106440075535,14993.266118783544
15,17,Atypical,Fledermaus,979.5499668642268,36.46946531999026,4.475582684756225,16321.186043280433
15,18,Typical,Falke,1037.9430670630632,108.93474695050298,14.305755948993285,63160.999999999985
15,19,Typical,Hund,1896.9192741798495,768.989232889011,157.17866119289113,439535
16,1,Typical,Katze,2477.474092852412,525.2672838788914,245.56163022542574,219925.49999999983
16,2,Typical,Spatz,995.7389468553581,125.18964089963228,38.59142413653537,52177.95854821622
16,3,Typical,Pferd,3260.955763689483,951.0595461615223,174.61658493855438,134005.99999999988
16,4,Typical,Hund,1260.0376623894556,46.7435433135111,7.075901370109527,29362.428005248108
16,5,Typical,Hai,1412.8030823993415,316.2619162130125,83.48593432083047,161658.49999999994
16,7,Typical,Chamaeleon,1011.293207236747,60.255160334250206,13.401623190170824,26981.5151012664
16,8,Atypical,Fledermaus,2198.571539581064,905.5661972553041,279.3321791398987,344461.6036130163
16,9,Typical,Klapperschlange,1221.8011118229024,157.9226788061343,25.355864812791616,83950.32688541836
16,10,Atypical,Schmetterling,1602.6838654714782,370.72663085535265,136.38639752406013,215201.9486555647
16,11,Typical,Alligator,1086.810090615603,120.61489745173623,25.334049840497144,38625.83545094329
16,14,Atypical,Pinguin,1077.5195638845605,50.612090990978885,7.893652666322207,25987.11686469306
16,16,Typical,Loewe,2005.296183539546,874.6712966074585,238.8564240140339,415243.99999999994
16,17,Typical,Goldfisch,1109.143440334114,70.77226441956662,26.730577052155777,24286.577561979488
16,18,Typical,Kaninchen,1066.7187558669139,80.76100409492543,26.634700688080542,29510.44743098414
16,19,Typical,Lachs,1800.5433090083582,655.1902954503673,225.3263538250486,388176.5
17,1,Typical,Loewe,1404.3236030751034,180.80399649486426,28.02697482158144,51161.99062514232
17,2,Atypical,Fledermaus,1067.5382609435592,74.34603527732398,8.142803843306762,45133.69600618482
17,3,Typical,Lachs,1070.560500905015,63.08313860334758,4.4708141190200825,41302.56927579365
17,4,Atypical,Seeloewe,1159.6548564532143,49.25446286669575,1.8266429802616784,25062.32136825287
17,5,Atypical,Aal,1200.3292871998203,154.27307520297543,3.7803343768439834,112254.62039960978
17,6,Typical,Chamaeleon,1195.2217294625916,142.05097112766987,22.56153599661385,107522.50000000025
17,7,Typical,Alligator,957.0673422658372,63.97552634421211,12.418493776149226,32605.32216078446
17,8,Typical,Kaninchen,1230.359338415449,309.7963846144115,40.30986274640182,210543.5
17,9,Typical,Goldfisch,1396.7190831173093,332.01803522659304,39.06751944647437,254755.50000000003
17,10,Typical,Pferd,1230.5287034398714,124.8003040264476,17.827908270561373,88505.4025339819
17,11,Atypical,Schmetterling,1279.6339313612134,232.3727436488347,18.535223029105037,172931.0101436108
17,12,Typical,Falke,1038.6840090187861,118.83834080756463,13.099506232080305,48103.84769096596
17,13,Atypical,Pinguin,1527.65748232339,82.10158954389203,5.053735198533814,68443.79879154016
17,14,Atypical,Wal,1049.5705212508124,49.8977881090172,5.455767622469516,31168.643520098216
17,15,Typical,Katze,1212.062784812348,91.07887911061886,10.389987428990466,70204.72847474285
